0,1
b'PT is part of the opiate addiction solution Take a look at the CDC Chronic Pain Guidelines which recommen':,neutral
b'Same study supported PT efficacy as well ':,neutral
b'Stop the culture appropriation of yoga ':,neutral
b'Study cites core strengthening This is a staple of PT PTs are doctors who prescribe safe exercise progra':,curiosity
b'you have osteoporosis some yoga poses increase risk of fracture GetPT1st consult to have a safe yoga program prescribed ':,neutral
b' AndreaMiyahira Fantastic work by Dr Johann de Bono':,neutral
b' JamieBearse This is not a straight forward blood test It has to be a bone biopsy done under a genera':,neutral
b'Lets hope so ':,optimism
b'Prostate cancer blood test could transform treatment say scientist':,neutral
b'To reduce illnesses reduce your intake of wheat sugar and animal protein ':,neutral
b'would be great':,admiration
b' NBCNews Promising research and results Pain inhibits mobility and is debilitating leads to other issues ':,neutral
b' NBCNightlyNews DrJohnTorres LaurNBC Nothing new here folks ':,neutral
b' NBCNightlyNews DrJohnTorres LaurNBC Wish they could one for the hip w o having to get it replaced ':,desire
b' OBrienPT have you come across this down your way ':,neutral
b'Curious as to what the maker had to pay NBC to get it on air ':,neutral
b'interesting Did you click on the source study It doesnt appear to be published based on that link':,curiosity
b'Looks like the study is registered and completed but not published No results reported here either':,neutral
b'Super interesting I wonder how it affects proprioception Is it creating a neuropathic jt Of course':,curiosity
b'Yeah I saw that didnt see paper Just curious if anyones used it ':,curiosity
b' washingtonpost 45 may need more then one ':,neutral
b'Basically Adderall B12 supplements and snake oil salesmanship':,neutral
b'Can we ship some to the current administration Im sure we could get a GoFundMe for this ':,neutral
b'Checa este libro carnalito ':,neutral
b'Drugs drugs drugs lol ':,amusement
b'Hahaha Thats cute Youre assuming that DemocRats have brains ':,amusement
b'I do have to get In The Zone get high somehow ':,neutral
b'I prefer drugs of choice that make you stupid ':,anger
b'Isnt this effectively cognitive doping ':,neutral
b'Ponte a escribir ':,neutral
b'So long as the pills dont effect their taste Im good ':,admiration
b'The woo is strong in this ':,admiration
b' amp then addicts who are depressed people in the first place will choose to kill themselves One way to solve the problem I guess ':,neutral
b' and that could put clinics at risk ':,neutral
b' scrippsresearch And would also remove our ability to medicate real pain down the line Opiates are still':,neutral
b' SenLynnRuane TheElders AnaLiffey stuartbramhall DrEvaOrsmond justeconomics':,neutral
b'Could it also lead to overdosing ':,neutral
b'Good ':,admiration
b'GOP ACA wont cover drug problems nor mental illness or any other preexisting condition they deem null a':,neutral
b'HMMMMM SOUNDS LIKE A CONTROL THING ':,neutral
b'How do we vaccinate against root causes big pharma amp health system rigged on its behalf injust norms e':,curiosity
b'Pharmaceuticals get people hooked on opiates they result to heroin now they come up with a vaccine Wha':,neutral
b'The vaccine doesnt affect response to other opioids or or medications for treating opioid addicti':,neutral
b' asemalaqeel ':,neutral
b' asemalaqeel ':,neutral
b' asemalaqeel ':,neutral
b' epaultaylor Sunnybrook This is great review we do need additional research Keeping in mind that o':,admiration
b' Probiotics ':,neutral
b' psychobiotics':,neutral
b' TIMEHealth Expensive therapies that help maybe 5 of the population really arent that useful ':,curiosity
b'By getting rid of the bullshitt ':,neutral
b'Grownups in action ':,neutral
b'Interesting':,admiration
b'Just drink tequila':,neutral
b'Study openaccess link Probiotic Bifidobacterium longum NCC3001 Reduces Depression Scores and Alters Brain':,neutral
b'When the medical community gets on board to the fact that the brain and gut are intertwined and in':,neutral
b'Can we really say barely beat for such a small difference Winning by less than 1 point counts in the':,neutral
b'Only Michael Phelps cares about beating a rival by that small a margin ':,neutral
b' latimes At least ':,neutral
b'At 50 000 a day we are assuming ':,neutral
b'Immunotherapy has been around since the early 80s sad to c that now its starting to become known ':,sadness
b'thankfully if our govt has its way well all die off before cancer becomes a real problem anymore Thanks GOP ':,gratitude
b'The tremendous progress is trtmnt based on mutation so PM Article touches on ethics this drug for ':,neutral
b'You wont be able to afford it with Trumpcare ':,neutral
b'Youre right I noticed is how theyll no longer treat the body part cancer inhabits but the type of':,confusion
b' ConeHealth That was uncanny I am glad your daughter is okay ':,joy
b' CoryBooker RandPaul ':,neutral
b' CoryBooker RandPaul a US Citizens Health Care Bill of Rights is needed Time to make effective natural treatments available':,neutral
b' CoryBooker RandPaul Absolutely CBD is now legal in all states because it is not the psychoactive':,disapproval
b' CoryBooker RandPaul Ah ha Youve been smokin That explains YOU':,admiration
b' CoryBooker RandPaul And decriminalize it nationally use the taxes generated to fund public school':,neutral
b' CoryBooker RandPaul bookers a fucking puppet but I couldnt be prouder of you as my senator':,anger
b' CoryBooker RandPaul COULD MARIJAUNAS SHORT TERM MEMORY HOLD LOSS LINKS TO AND AND WAI':,neutral
b' CoryBooker RandPaul Dope is shit We have a drug problem ResistTrump Resistance StillWithHer':,neutral
b' CoryBooker RandPaul how about we get pot of Schedule 1 so we can get some honest scientific studi':,curiosity
b' CoryBooker RandPaul I know Bill is a four letter word but are there any others contained there':,neutral
b' CoryBooker RandPaul It needs to be research in general Cannabis is a miracle for many maladies ':,neutral
b' CoryBooker RandPaul just call JustinTrudeau Weve done tonnes of research in Canada':,neutral
b' CoryBooker RandPaul Legalize it':,neutral
b' CoryBooker RandPaul LegalizeIt and STUDY it there is SO much that can be done with this mirac':,approval
b' CoryBooker RandPaul One that provides a framework for inter state cooperation now that the federa':,neutral
b' CoryBooker RandPaul Please continue this important life changing work Signed Proud mom of an epilepsywarrior':,admiration
b' CoryBooker RandPaul PLEASE My cousin in Buffalo desperately need this help ':,approval
b' CoryBooker RandPaul Thank you for your constant compassion ':,gratitude
b' CoryBooker RandPaul Thank you Its so awful there are people suffering when they could be helped so easily ':,gratitude
b' CoryBooker RandPaul Thank you Kirsten OHM Organic Hippocratic Medicine is performing very well T':,gratitude
b' CoryBooker RandPaul Thank you SenGillibrand please try to convince your colleagues from Iowa ':,gratitude
b' CoryBooker RandPaul This is wonderful but why dont you fix our roads and create more jobs in Broome County ':,curiosity
b' CoryBooker RandPaul Youre pretty swell ':,admiration
b' SenBookerOffice CoryBooker RandPaul Canada and the UK have been using it and prescribing it for t':,neutral
b' SenBookerOffice CoryBooker RandPaul Cool':,admiration
b' SenGillibrand Because big pharmaceutical companies dont want natural medicine they want to fabric':,neutral
b' SenGillibrand Epidiolex is a medication which serves a critical need and is undergoing all of the st':,neutral
b' SenGillibrand Then you clearly have not had to endure the pain people do that can clearly be helped by m':,neutral
b' trutherbotblue Um Epilepsy isnt rare nor is the successful treatment using thc and canniboid products ':,neutral
b' trutherbotgold um DUUUUUUUUUUHHHHH':,neutral
b'A friends child has this Its tragic truly At 11 y o he cant even roll over Their hope is drugs like these ':,optimism
b'Aka CBD':,neutral
b'Apparently not just rare Legalize':,neutral
b'Are you saying it now has known medical benefits Isnt that contrary to being schedule 1 ':,neutral
b'But its so dangerous those kids will instant start doing heroine':,neutral
b'But paper said that so did placebo':,curiosity
b'clear that we must expand research into medicalmarijuana CoryBooker RandPaul and I plan to re intro a bill for that ':,neutral
b'Does a lot more than that Legalize Wisconsin I want to move home ':,neutral
b'Hasnt a high plant based fat diet been used to reduce seizures for a decade or two ':,neutral
b'Hey TomColamon did you see this ':,curiosity
b'How is it working out in Colorado ':,curiosity
b'I know that it helps me with my pain ':,approval
b'It does wonders for people with Parkinsons':,neutral
b'Its truly a miracle for some children ':,neutral
b'just support recreational marijuana like any sane human ':,admiration
b'Me too particularly when reporting on possible super responders of patients who became seizure fr':,neutral
b'opiate related deaths are 25 lower in states with medical cannabis programs Cannabis helps people get off opiates ':,neutral
b'Please support amp explain to your colleagues that cvs does not give a high it is a medical substance ':,neutral
b'See all that ditch weed we smoked in junior high is still paying dividends someday theyll figure this shit out ':,curiosity
b'Thank you':,gratitude
b'thank you for staying on top of this wonderful drug for victims of physical amp mental ailments pls ':,gratitude
b'THC in Cannabis rides on own brain receptors SEPERATE from brains opiate receptors Use both for broad based pain relief ':,neutral
b'The NE Journal study on cannabidiol and its effects on Dravet Syndrome is a big deal in our fight to help people':,neutral
b'We need to remove cannabis from the Sched 1 list and make it legal across the nation Jeff Sessions is a joke ':,neutral
b'Whoa This is great news NatueForYou':,admiration
b' Newsweek That video At least Jon Oliver went to the support grou':,neutral
b' ProtiObezite':,neutral
b'intentionally excluded this photograph which is inappropriate Newsweek and am disappointed to see that it turned up in the post':,neutral
b'On our media portal you will find access to more appropriate images to use when writing about obesity ':,curiosity
b'Could routine health checks include non invasive blood tests WEP UK nickablepolicies Womens health e':,neutral
b'Hy dear':,neutral
b'I have low platelets so I must be golden ':,approval
b'Oh dear something more to worry about when I have my annual checkup ':,neutral
b'Thanks for the quote richarddneal':,gratitude
b'Useful science ':,neutral
b' Reuters Any news about ChildhoodCancer The 1 cause of death by disease of children':,neutral
b' laura leichling Me too Doesnt give a damn about public schools or have a clue how theyre run ':,curiosity
b' Positive So can music I Just Need A Friend ':,admiration
b'Looking for an Photoshop Expert Get any Photoshop work done within 24hrs contac':,neutral
b'Looking for professional LogoDesigner Contact on Fver':,neutral
b'So Sad They need censorship to perpetuate their evil business ':,sadness
b'Swipe Left then pick your jaw up off the floor ':,neutral
b' Hillary Obama Backed ISIS Kill And Harvest Childrens Organ':,neutral
b' XD really ':,admiration
b'Take my money ':,neutral
b'If I took everything that may reduce cancer I wouldnt have room for real food ':,confusion
b'The GOPs health plan for women take baby aspirin and cross your fingers ':,neutral
b'Whatever ':,neutral
b'Whats dose as per pharcop':,neutral
b'Presumption of reduction of multi infarct dementia':,neutral
b' Berci This link seems to work':,neutral
b' CFCAlamed':,amusement
b' Michaelcaesar ppisters I hope this is successful and the design evolves to be more fitbit style ind':,optimism
b' Microsoft When can we see it on the market My daughter suffers from tremors amp a close family member w':,neutral
b' Missaylen That would be awesome ':,admiration
b' msdev I will certainly ask Microsoft folks and write up what I hear ':,confusion
b' SeniorTypes USATODAY i remember the tv programme a young scientist developed it ':,neutral
b' susan bell1212':,neutral
b' USATODAY Does it really work Studies Did you read that 30 minutes stationary biking stops tremors temporary ':,curiosity
b' USATODAY I dont know amp had not heard of the Biking Patients Ive cared for couldnt bike I dont':,confusion
b'Can you please post this watch again Link not working ':,neutral
b'Full story here':,neutral
b'Have there been clinical studies with this instrument':,neutral
b'Not woah You play a sound at the correct frequency and you heal yourself Your body frequency is unique':,curiosity
b'OMG OMG brilliant Would this work for other spastic illnesses also This is EPIC blessyou':,admiration
b'Robin should have been braver':,neutral
b's':,neutral
b'Thank you to Microsoft for supporting and advancing technology for this disease What an amazing woman':,gratitude
b'This is a great story My mom suffers from Parkinsons Do you know if when msdev will reach out t':,admiration
b'This is Science wow I wasnt sure that you believed in science This is an excellent start I be':,admiration
b'Wow how cool is that ':,admiration
b'You had a great segment explaining this on FoxBusiness today This may mean some real relief for':,admiration
b' cannaworldsite Kunzitoons Chri27ina420 NorCalStoner420 waverider41 3PeopleLikeThis':,neutral
b' Kunzitoons Chri27ina420 NorCalStoner420 waverider41 3PeopleLikeThis chrissy37747741':,neutral
b'Alzheimers ':,neutral
b'Cannabis in Nature for medical treatment of many ailments Pain neurological Cancer few of Many Could d':,neutral
b'Hmm Old brains get new Sounds like a priority to some ':,neutral
b'In humans the main trick the consumers learn is populism and antisystem behaviour ':,neutral
b'In mice right ':,neutral
b'It also helps with a plethora of health problems Not for me but I am for it as help for those that need it ':,disapproval
b'Marijuana angel and devil at the same time':,neutral
b'Maybe it would help this old mouse named Kim Look forward to moving to Colorado Anyone want to buy a sm':,curiosity
b'The scientist to the mice':,neutral
b'What about dogs and husbands ':,neutral
b'Whew thank goodness its illegal':,gratitude
b'You should quit employing junkies ':,neutral
b' concussionblog APS SPR SocPedResearch NPR Neurotrauma Possibly verifying the degree of a concussion no':,neutral
b' HealthNewsRevu I said it was USU research not a USU news story Impressive critique':,disapproval
b' HealthNewsRevu Thanks I wasnt involved heard it the same t':,gratitude
b' NPR Great information Thank you for sharing Sports Health':,gratitude
b' OtotheBeirne TheBBSituation Oh that makes sense Generally speaking protein is a better indicator fo':,admiration
b' OtotheBeirne TheBBSituation Yeah should have just said genetic material ':,neutral
b'FYI the NPR story missed the mark on some HealthNewsRevu criteria':,neutral
b'This test is still a long way from prime time TheAMSSM ACSMNews SportsMedicine':,neutral
b' 815wrldtrvlr dogs can do that now':,neutral
b' avantgame this is sweet justice Western medicine soldout to BigPharma That MD that sealed so':,admiration
b' crazy':,curiosity
b' EjHirschberger Mans best friend has been known to do that already my lab Herman shep always knows':,admiration
b' globeandmail':,admiration
b' illnessdetector':,neutral
b' Note that my piece on privacy implications of particle sniffers aka artificial noses is from 2012 ':,neutral
b' NYTHealth Its gonna be amazing':,admiration
b' nytimes agreed health amp medical use cases are good now Defense amp security use cases require more accuracy amp more research ':,admiration
b' nytimes Already have one Called a dog ':,neutral
b' nytimes APOPO HeroRATs do that right now':,curiosity
b' nytimes it wont be a machine it will be a mobil':,neutral
b' nytimes Nice Dogs are the best have a great day ':,admiration
b' nytimes OwlstoneNano TechnionLive evankirstel AUKenDog HWTrek daniel kraft JohnNosta ipfconline1':,joy
b' ViktorKoen Agreed much potential here and tends to be overlooked Lmk if you know any interested in en':,curiosity
b' zuriahitomi Service dogs canine partners':,neutral
b'Already can I have to leave it at that ':,neutral
b'Although your physical went well our machine detects a potential for heart disease therefore are':,annoyance
b'And also send a message to your physician or suggest a cure ':,neutral
b'As long as the pharmaceutical companies are making money 1st':,neutral
b'Bij KNGFGeleidehond hebben ze al honden die dat kunnen Erg indrukwekkend ':,neutral
b'By the Y humans cant really even smell if someone is sick ':,curiosity
b'Can it smell you through the isdn line you use instead of coming in to the studio ironic':,neutral
b'Completamente de acuerdo un futuro muy cercano en el que estamos trabajando en HospitalSantPau':,neutral
b'Couldnt we use animals for that ':,neutral
b'Do we have a machine to capture smell This can go a long way to neutralise replicate specific odour':,neutral
b'Dogs can sniff out when someone has Cancer ':,neutral
b'Dont need a machine Get a dog a lot of them do this already ':,neutral
b'Dunno about that':,neutral
b'former CEO Giving machines a sense of could help tremendously in medicine Thank you very much Google smell':,gratitude
b'Hannibal Lector can already do that ':,neutral
b'I believe in science but this is rediculous As humans we put to much faith in machines and not enough in ourselves or God ':,neutral
b'I can see a RCT between the machine and a sniffer Dog for which detects VOC better Bayesian Rule should apply ':,neutral
b'I can smell it too 0':,neutral
b'I remember watching Tomirrows World in 70s amp some things came true wonder if this one will ':,approval
b'I will never rely on a machine to do what is only humanly possible temperature is one thing but smell touch and taste can onlt be simulated':,curiosity
b'Indeed there was case of a springer spaniel trained to sniff for cancer':,neutral
b'Interesting article promising technology Heard already dogs can smell diseases':,neutral
b'Interesting to build machines to simulate skills of other species instead of studying other species se':,neutral
b'Itll be interesting to see which is most efficient to develop See this re guinea rates amp TB':,curiosity
b'Just static graphics would be useful to locate everything':,neutral
b'less 01 of the population fully understands that AI will render humans useless in the near future Relatively speaking ':,neutral
b'Lots of sick people on the N Y C subway ':,neutral
b'My dog does the same thing':,curiosity
b'My wife already does this ':,curiosity
b'Never mind machines apparently some dogs can be trained to sniff out illnesses in particular cancer ':,neutral
b'now machines sniff your crotch too ':,neutral
b'oh not the rest of the bus ':,neutral
b'One Day a Machine Will Smell Whether Youre Sic':,anger
b'Replace the Programed Hospital doctors with Logical Robot doctors Then the State Medical Boards wouldnt have to incriminate themselves ':,neutral
b'Thats what I hear ':,curiosity
b'The machine will be invented by Lenny Dykstra and it will fit snugly in your crotch ':,neutral
b'The sensors might smell all major emotions as well love respect fear frustration etc since the':,love
b'There are some dogs that can smell Cancer':,neutral
b'U mean somehow machines can understand that WATER IS WET or STRINGS CAN ONLY PULL NOT PUSH Seriously':,neutral
b'We dont need a machine Dom we already know you are ':,neutral
b'what is that picture':,curiosity
b'Wow':,admiration
b'Yes Dogs can be trained to smell some diseases ':,neutral
b'Yes This article addresses that ':,neutral
b'You mean like Google Nose ericschmidt ':,neutral
b' amp 2 kids like me whos mums develop postnatal depression Maybe I wouldnt have lived my whole life w':,approval
b' autismwessex I spy Kevins apple pie ':,neutral
b' inductiveste':,neutral
b' NHSChoices guardian Its pity that the Tory Gov through austerity has made it so difficult to receive':,annoyance
b' NHSChoices guardian Ppt to jvbccxz':,neutral
b' NWMHgrads Of course it would But th Gov remove funding for perinatal mental health supports Again':,neutral
b'Also water is wet and circles are round ':,neutral
b'Good spot We asked him to make 2 as theyre so popular youd be very welcome to pop in on your way home xx':,admiration
b'Sounds interesting wheres the original study ':,curiosity
b'Therapy can have long term benefits for anyone who opens their mind to help ':,neutral
b' Bonus points for working in bushy hermaphroditic sea creature within the first few paragraphs ':,neutral
b' statnews End points population and protocol would result in eventual registration remote Alzheimers dementia':,neutral
b' statnews You may want to take a biostatistics class Wouldnt hurt to learn how to interpret statements of conflicted parties ':,curiosity
b'2011 C amp EN story on bryostatin 14 tons of marine organisms yielded 18 g of bryostatin ':,neutral
b'is the type of measured balanced reporting of early trial results we need more of Well done statnews':,neutral
b'It looks like no one has developed a shorter more efficient synthetic route since this story I assume everyones looking at analogues now':,neutral
b' NCIDrDoug HealthNewsRevu KLomangino Thank you for sharing the review with us ':,gratitude
b' Frog Morton Im toadally for Morton going first':,neutral
b' Frog Morton You guys are welcome to be test subjects Let us know how it goes if you dont croak ':,curiosity
b'Burger King has been using it on the Whopper for years health':,neutral
b'Gcccc977 v87 78 76752666t l spectateurs hu8g8c7a':,excitement
b'My family has a saying rhyme that involves rubbing a frog for healing and medicinal purposes They were onto something ':,neutral
b'who tried that first ':,neutral
b'You can not imagine how easy it is to fight the flu virus without any medical help specially no flu vaccine FK 13':,confusion
b'You have future scientists in your clan ':,neutral
b' bencareynyt CurrentBiology 1 Is current biology a pun 2 This is clever af':,neutral
b' CurrentBiology NYTScience CellPressNews PennMedicine bencareynyt And so it begins see you guys on':,curiosity
b' drjuliashaw I have some pretty important exams coming up Any chance I could zap my brain a few times':,admiration
b' dumb stimulators looks like those will be around for a while out there Have a good day':,admiration
b' EpilepsyStorm eh I have an RNS implant and since the surgery ive had an increase of seizures and suffer':,neutral
b' JoeBeOne The Leopold and Lobe case ':,neutral
b' LandmarkForum can it help certain overweight sidekick Memory that The US did not bomb Pearl Harbor Maybe':,neutral
b' nytimes Ive really bad memory problems since my epilepsy got worse 5 and my memory is getting worse':,annoyance
b' PacemakerBrain Memory':,neutral
b' Penn Coming from the sun are being recorded at 9 12 89 Normal sunlight level V A amp B meter readings shoul':,neutral
b' Penn Gamma radiating bursting in massive wattages compared to norms are hitting the deaths surface amp as in':,neutral
b' Penn Interesting neurologic research Time crystals implanted in the brain might do strange things to memor':,neutral
b' Penn Replace the ozone layer by liquid oxygen in the form of liquid ozone and release it into the troposphe':,neutral
b' Penn Studies have shown that direct sunlight with UV A amp B stimulate the release of dopamine needed to supp':,neutral
b' Some experiments seemed to sharpen memory but others muddled it The new paper resolves this confusion by demons':,neutral
b' the era of dumb stimulators is over bradleyvoytek neuroscience':,neutral
b'Another highlight growing value of closed loop stimulation Closed loop stim is responsive to patient signals ':,neutral
b'Cool How was Big Ben and the Science happening Cheers from Long Island ':,admiration
b'damn can i use this instead of coffee ':,neutral
b'Fascinating right ':,neutral
b'I hope the reports arent true Please be well We love you Robin Ophelia rqui':,optimism
b'I might volounteer':,neutral
b'Im trying to find the paper that is from Do you happen to have the source I did come across a n':,curiosity
b'Its also great for curing erectile dysfunction which is all that matters ':,admiration
b'My mom is trying diet and supplements but I think shes ready for this She is so frustrated over memory issues ':,neutral
b'People are saying you may have cancer again I hope it is not true':,optimism
b'Riveting info on many levels':,neutral
b'Robin howards mom says you should do one thing a day Everybodys always carrying on Stay strong YOLO ':,neutral
b'thanks for that article I hope so too':,optimism
b'What does she suffer from thats causing her memory loss do they know ':,neutral
b'wow ':,admiration
b'cc dr ubed':,neutral
b' can we get these people a sociologist Not a psychologist a sociologist because depression is a pro':,neutral
b' DRUDGE REPORT':,neutral
b' Exercise to get a natural boost of dopamine or ':,neutral
b'And get rid of all my troubles at the Same Time Now this Would be covered under my Insurance Correct ':,neutral
b'And it will freeze your face at the same time ':,neutral
b'Botox is just a pathetic way for people to stiffen their face and skin and not feel bad about sag In my o':,neutral
b'didnt seem to help Pelosi much':,caring
b'Drink water eat healthy get a doctor who knows health and have me determine what you should buy and consume daily EXERCISE ':,neutral
b'i think ill just stick with soma':,neutral
b'I thought it was those with depression and self loathing that turned to botox not the other way round ':,neutral
b'It would be much cheaper and safer to just practice holding happier facial expressions practice catching':,annoyance
b'Like Medicare Medicaid food stamps diabetic programs etc combine the programs and start cracking down on h':,neutral
b'Nancy Pelosi is a walling babbling example of this miracle treatment BTW Where has she been lately Shes been MIA dingdong':,curiosity
b'Oh for chrissakes Enough with the drugs Maybe try work out look better FEEL better ':,neutral
b'Oh gawd ':,neutral
b'One day you and others will understand CHEMICAL TRAILS do this it also causes memory loss RLS PhD':,curiosity
b'Seems legit ':,neutral
b'There is a sort of operational symmetry where nature seems to work in reverse Making a sad face for a few':,sadness
b'Trump got hair transplants for ADHD and acute sociopathy Didnt work on any level ':,neutral
b'Umm Nothing a little poisoning wont cure ':,neutral
b'Untill it Grows into The next Ebola ':,neutral
b'Wow Now Thats How I can get rid of some of these fine lines And all my Stress and Anxiety at the same time ':,surprise
b'Wow Numb your face to hide the pain literally ':,admiration
b'Id question the study but not that its made angrier NYers':,disapproval
b' fgrazz Reuters Health Some trans fat is unavoidable here is how I am working through it I am fe':,curiosity
b' ArianeBeeston Spectrum Nice work but this just feels a little bad':,admiration
b' Asher Wol':,neutral
b' jeffery hughes investigating use in measuring and managing pain in Aus':,neutral
b' Johnthe92611772 JulianAssange apply':,neutral
b' Johnthe92611772 JulianAssange Does it matter Substitute any number of things for health insurance cancer':,curiosity
b' Johnthe92611772 JulianAssange They can detect if you have cancer and sell that to insurers who will':,neutral
b' mikearnold Johnthe92611772 JulianAssange Ever hear of Hippa ':,neutral
b' mikearnold Johnthe92611772 JulianAssange Why does blocking the web camera change anything then if':,curiosity
b' SilverVVulpes But but but genetics are a social construct ':,neutral
b' statnews Wooow What is next It appears that eugenics is alive and well That whole dont judge':,neutral
b' statnews yes An extremely useful social construct with a lot of things that arent culturally co':,neutral
b' thackerpd statnews Whats the ICD 10 for overdiagnosis I dont know but I bet theres a billing code ':,confusion
b' vaughanbell Spectrum You think ':,neutral
b'Bait Switch':,neutral
b'computers will have to be trained on different ethnicities in order for this to work for everyone ':,neutral
b'Good one':,admiration
b'Health disparities problems are everywhere when you start to really look for them ':,curiosity
b'I have deleted my Facebook In fact I never had one Friends dont put their friends into a giant intelligence d':,neutral
b'I think it could go further and tell when we are sick ':,neutral
b'More tools to tamper alter results for pharma other abusers If only everyone had a solid ethical gene ':,neutral
b'No comment required':,neutral
b'report 23andMe at the same time If you know which SNPs are involved what are the mutated gene or me':,curiosity
b'So who do I report this to Ping all the Americans following me Remember drawing the line btwn Face2Gene and':,curiosity
b'The federal trade commission FTC was previously involved in assessing fines over misleading claims in':,neutral
b'this is pretty cool stuff':,admiration
b'Yup Works for quite a few things Often relies on 3D cranial mesh reconstruction':,neutral
b' ACEJointHealth Arthritis UBC Decided to start walking more try this friendly app walk10blocks Lea':,annoyance
b' Bonus track el investigador se llama Hespanhol que me da gracia ':,neutral
b' caseyjohnston i heard deaths embrace isnt cold if youve got a comforter on if thats a dealbreaker for anyone':,curiosity
b' CaseyNewton 26 2 is my target heart rate':,neutral
b' ChloeTomasic':,neutral
b' elizabarclay The best in the world Love walking this beautiful city NYC NationalWalkingDay Rozebuds':,admiration
b' helenrac Clear as mud But I hate running so Im going to take what I want from the piece and keep walking ':,anger
b' helenrac I have bad knees from competitive dance so running isnt an option Used to walk a lot Want to start up again ':,neutral
b' IndyNewsie This has been helpful ':,joy
b' juliaoftoronto booo running biking is cardiovascular AND low impact ':,neutral
b' juliaoftoronto doesnt matter what exercise form you do as one brand says just do it dance garden walk cycle':,curiosity
b' juliaoftoronto Good research':,admiration
b' juliaoftoronto I love walking for exercise Great way to recharge amp clear my head ':,love
b' juliaoftoronto outcome measures are so vague that these types of discussions tend to obscure rather than inform ':,neutral
b' juliaoftoronto Should you walk or run for exercise Heres what the science says http t co reQM6qfplW http t co hrOlkGvcwH ':,neutral
b' juliaoftoronto voxdotcom better to walk less harm to your body ':,neutral
b' juliaoftoronto voxdotcom golf ':,neutral
b' juliaoftoronto when is that not the answer':,neutral
b' KenGardner1':,neutral
b' mhdempsey Im a Buzzfeed or NYT only type of explainer consumer':,neutral
b' nationalwalking day past opportunity wooing then all the trotting vehicle should nt be working':,neutral
b' NughmanN':,neutral
b' PennyAxa G d made smart people smart people made medicines I will take those medicines and wash t':,admiration
b' Row bike swim and lift ':,neutral
b' ryan liang Too much jogging is unhealthy http t co 5zlWLv8NDm':,disapproval
b' SaishMaelrah Of course core exercise is also good even if one has really tough knees as it helps balance amp tone ':,admiration
b' seshak ':,neutral
b' The best exercise is the one youll actually do http t co GoSeEtkiCi Agreed amp evidence of U shape curve debatable':,admiration
b' voxdotco':,neutral
b' voxdotcom ':,neutral
b' voxdotcom ':,neutral
b' voxdotcom Albeit you increase the risk of injury but not as much if you run a lot Always a good id':,admiration
b' voxdotcom Do it moderately its fine A couple of times a week It starts to hv bad effects when people r':,neutral
b' voxdotcom great advise':,admiration
b' voxdotcom Hear hear ':,neutral
b' voxdotcom http t co GmejtbIMB5':,neutral
b' voxdotcom I think just getting off the couch is the best thing for the masses ':,admiration
b' voxdotcom I think the best form of exercise like the best diet is one you can actually stick with ':,admiration
b' voxdotcom I walk I try to get in at least a 30 min brisk Walk a day ':,approval
b' voxdotcom Id much rather an hour on an exercise bike everyday ':,neutral
b' voxdotcom ll 1':,neutral
b' voxdotcom The only exercise I take is walking behind the coffins of friends who took exercise Peter OToole ':,neutral
b' voxdotcom When I started out I did a lot of walking w some light running added in This may be a b':,neutral
b' Walk jogging running damages the feet knees hips not':,neutral
b' warm up and warm down stretch ':,neutral
b'All the exercise researchers seemed to agree on one thing that the best exercise routine is the one youll actually do ':,admiration
b'answer is to prance juliaoftoronto bradplumer':,sadness
b'appreciate the RT':,admiration
b'Appropriate ad for a nonsense article http t co 1wGoI24X5N':,neutral
b'Based on the research Id actually walk if I had the time But 5 10min of running I can do ':,neutral
b'But what about the crushing smugness that comes with it ':,curiosity
b'cool would love more on whether runners were doing all possible to minimize injury upping mileage slowly using good form etc':,love
b'Do both voxdotcom Why you might want to walk rather than run for exercise http t co azzC3KjTZN ':,curiosity
b'does chewing my burrito count as exercise tho':,neutral
b'Duh exercising is always bad ':,disappointment
b'even nuclear warfare ':,neutral
b'Ever notice that most books written about exercise start with the premise that whatever you are doing youre doing it wrong ':,annoyance
b'Excercise Whats excercise':,neutral
b'exclusively pickup basketball is clearly the answer ballIsLife':,neutral
b'glad you like running My knees are jealous ':,joy
b'good pt Dont know about comparative research on this tho key diff is walking running require no gym equipment':,neutral
b'Ha I feel like that sometimes before a run ':,sadness
b'High intensity interval training running up hills or on soft sand maximises effort benefit minimises':,neutral
b'how about jogging related accidents ':,curiosity
b'How about walking and DDR ':,curiosity
b'How about you exercise doing something you like so you do it and not worry so much about it being wrong ':,curiosity
b'how is a 21 year old without health insurance suppose to fight MS ':,neutral
b'I changed the world in science and Vox gives you this hard hitting science to keep you stupid and malleable ':,anger
b'I finally got to read this still full of conflict I make time for the walking amp plan to do some running http t co jH8FcYhRgQ':,curiosity
b'I found this interesting as Im currently doing walking based training for a half marathon Its a lot of fun D':,amusement
b'I like the researchers pt at the end which I have heard from all exercise scis I have ever spoken to just do what u like':,curiosity
b'I like to roll up in my duvet and pretend to be a burrito lifestylechoices':,love
b'I seem to remember Cutler econ saying that an hour running extends life by an hour on avg free time if you like running ':,neutral
b'I would suggest intervals of walking running or in my case walk with intervals of 20 second sprints Intervals rock ':,disapproval
b'if youre going to cite Peter Schnohr you should cite the critiques of his work':,neutral
b'Ill do whatever the hell I want':,anger
b'Im really hoping it says walk ':,optimism
